affiliation,level,season,number
KCR,A,1983,2
KCR,A,1982,2
KCR,A,1981,2
KCR,A,1980,2
KCR,A,1974,2
KCR,A,1973,2
KCR,A,1972,2
STL,AA,1960,2
KCR,A,1971,2
KCR,A,1970,2
CIN,FRk,2002,2
CIN,FRk,2003,2
CIN,FRk,2004,2
LAD,A+,1997,2
LAD,A+,1995,2
PHI,FRk,2002,2
LAD,A+,1994,2
PHI,FRk,2004,2
PHI,FRk,2005,2
PHI,FRk,2006,2
PHI,FRk,2007,2
PHI,FRk,2008,2
PHI,FRk,2009,2
PHI,FRk,2010,2
PHI,FRk,2011,2
PHI,FRk,2012,2
PHI,FRk,2013,2
PHI,FRk,2014,2
BOS,AAA,1947,2
PHI,FRk,2015,2
SEA,A+,1992,2
SEA,A+,1991,2
SEA,A+,1990,2
PHI,FRk,2016,2
LAD,A+,1990,2
LAD,A+,1991,2
LAD,A+,1992,2
LAD,A+,1993,2
TBD,FRk,2007,2
TBD,FRk,2008,2
TBD,FRk,2009,2
TBD,FRk,2010,2
DET,AAA,1949,2
SEA,A,1989,2
SEA,A,1988,2
SEA,A,1987,2
SEA,A,1986,2
SEA,A,1985,2
BOS,AA,1937,2
BOS,AA,1936,2
SEA,A,1984,2
SEA,A,1983,2
TBD,Rk,1998,2
SEA,A,1982,2
NYY,AA,1945,2
HOU,FRk,2017,2
LAD,AA,1944,2
LAD,AA,1945,2
LAD,AA,1946,2
LAD,AA,1947,2
LAD,AA,1948,2
LAD,AA,1949,2
LAD,AA,1950,2
SEA,Rk,2008,2
CIN,FRk,2017,2
CIN,FRk,2016,2
TBD,FRk,2021,2
TBD,FRk,2011,2
TBD,FRk,2012,2
TBD,FRk,2013,2
TBD,FRk,2014,2
TBD,FRk,2015,2
TBD,FRk,2016,2
TBD,FRk,2017,2
TBD,FRk,2018,2
TBD,FRk,2019,2
CIN,FRk,2005,2
CIN,FRk,2015,2
CIN,FRk,2006,2
CIN,FRk,2007,2
CIN,FRk,2008,2
KCR,A,1969,2
CIN,FRk,2010,2
CIN,FRk,2011,2
CIN,FRk,2012,2
CIN,FRk,2013,2
CIN,FRk,2014,2
PHI,FRk,2003,2
KCR,A,1987,2
CHW,Rk,2000,2
STL,Rk,2011,2
BOS,FRk,2019,2
BOS,FRk,2018,2
STL,Rk,2012,2
BOS,FRk,2016,2
BOS,FRk,2015,2
STL,Rk,2013,2
STL,Rk,2014,2
STL,Rk,2015,2
STL,Rk,2016,2
STL,Rk,2017,2
STL,Rk,2018,2
STL,Rk,2019,2
BOS,FRk,2005,2
BOS,FRk,2004,2
BOS,FRk,2003,2
BOS,FRk,2002,2
BOS,FRk,2001,2
BOS,FRk,2000,2
KCR,Rk,2014,2
NYY,AAA,1958,2
KCR,Rk,2021,2
BOS,FRk,2021,2
STL,Rk,2010,2
KCR,A,1988,2
STL,Rk,2009,2
CHW,Rk,1999,2
CHW,Rk,1998,2
CHW,Rk,1997,2
CHW,Rk,1996,2
CHW,Rk,1995,2
CIN,AAA,1958,2
CIN,AAA,1959,2
CIN,AAA,1960,2
STL,Rk,1989,2
STL,Rk,1990,2
STL,Rk,1991,2
STL,Rk,1992,2
STL,Rk,1993,2
STL,Rk,1994,2
CIN,AAA,1961,2
KCR,Rk,2003,2
KCR,Rk,2004,2
KCR,Rk,2005,2
KCR,Rk,2006,2
STL,Rk,2007,2
STL,Rk,2008,2
NYY,AAA,1957,2
NYY,AAA,1956,2
LAD,A,1936,2
LAD,A,1937,2
LAD,A,1970,2
LAD,A,1971,2
LAD,A,1972,2
LAD,A,1973,2
LAD,A,1974,2
LAD,A,1975,2
LAD,A,1976,2
LAD,A,1977,2
LAD,A,1978,2
LAD,A,1979,2
LAD,A,1980,2
LAD,A,1981,2
LAD,A,1982,2
LAD,A,1983,2
LAD,A,1984,2
LAD,A,1985,2
LAD,A,1986,2
LAD,A,1987,2
LAD,A,1988,2
LAD,A,1989,2
KCR,A,1989,2
LAD,A,1969,2
LAD,A,1968,2
LAD,A,1967,2
LAD,A,1953,2
NYY,Rk,2013,2
NYY,AAA,1953,2
NYY,Rk,2014,2
LAD,A,1947,2
LAD,A,1948,2
LAD,A,1949,2
NYY,AAA,1951,2
LAD,A,1951,2
LAD,A,1952,2
LAD,A,1954,2
LAD,A,1966,2
LAD,A,1955,2
LAD,A,1956,2
LAD,A,1957,2
LAD,A,1958,2
NYY,AAA,1949,2
NYY,AAA,1948,2
NYY,AAA,1947,2
NYY,AAA,1946,2
PHI,A-,1968,2
TEX,Rk,2002,2
CIN,A,1997,2
HOU,FRk,2016,2
WSN,A,1987,2
HOU,A,1991,2
HOU,A,1992,2
HOU,A,1993,2
WSN,A,1982,2
WSN,A,1983,2
WSN,A,1984,2
WSN,A,1986,2
WSN,A,1988,2
HOU,A,1989,2
WSN,A,1989,2
WSN,A,1991,2
WSN,A,1992,2
PIT,Rk,1970,2
CLE,Rk,1988,2
CLE,Rk,1989,2
CLE,Rk,1990,2
HOU,FRk,2015,2
MIL,FRk,2021,2
HOU,A,1984,2
TOR,Rk,2017,2
CHC,Other,1972,2
TOR,Rk,2011,2
TOR,Rk,2012,2
TOR,Rk,2013,2
TOR,Rk,2014,2
TOR,Rk,2015,2
TOR,Rk,2016,2
TOR,Rk,2018,2
WSN,A,1974,2
TOR,Rk,2019,2
HOU,A,1986,2
HOU,A,1987,2
HOU,A,1988,2
MIL,FRk,2017,2
MIL,FRk,2018,2
MIL,FRk,2019,2
CLE,AAA,1962,2
HOU,A,2001,2
HOU,A,2002,2
MIN,Rk,2017,2
NYM,A,1968,2
NYM,A,1967,2
NYM,A,1966,2
NYM,A,1965,2
NYM,A,1964,2
MIN,Rk,2019,2
MIN,Rk,2018,2
MIN,Rk,2016,2
NYM,A,1989,2
MIN,Rk,2015,2
MIN,Rk,2014,2
MIN,Rk,2013,2
MIN,Rk,2012,2
MIN,Rk,2011,2
MIN,Rk,2010,2
MIN,Rk,2009,2
NYM,A,1969,2
NYM,A,1970,2
NYM,A,1971,2
NYM,A,1972,2
NYM,A,1988,2
NYM,A,1987,2
NYM,A,1986,2
NYM,A,1985,2
NYM,A,1984,2
NYM,A,1983,2
NYM,A,1982,2
NYM,A,1981,2
PIT,Other,1972,2
NYM,A,1978,2
NYM,A,1977,2
NYM,A,1976,2
NYM,A,1975,2
NYM,A,1974,2
NYM,A,1973,2
HOU,A,1985,2
MIL,FRk,2003,2
MIN,Rk,2007,2
SDP,A,1990,2
ATL,A,1983,2
ATL,A,1984,2
MIN,A-,1969,2
ATL,A,1985,2
ATL,A,1986,2
SDP,A,1992,2
SDP,A,1991,2
SDP,A,1989,2
COL,FRk,2018,2
SDP,A,1988,2
SDP,A,1987,2
SDP,A,1986,2
SDP,A,1985,2
SDP,A,1984,2
SDP,A,1982,2
SDP,A,1981,2
ATL,A,1982,2
COL,FRk,2019,2
MIL,FRk,2002,2
ATL,Rk,1983,2
ARI,FRk,2016,2
ARI,FRk,2017,2
ARI,FRk,2018,2
ARI,FRk,2019,2
ARI,FRk,2021,2
ATL,Rk,1985,2
ATL,Rk,1984,2
ATL,Rk,1982,2
COL,FRk,2021,2
ATL,A,1980,2
ATL,A,1981,2
ATL,Rk,1979,2
ATL,Rk,1978,2
ATL,Rk,1977,2
ATL,Rk,1976,2
OAK,Rk,2019,2
NYM,A-,1979,2
ATL,A,1987,2
ATL,A,1990,2
TOR,Rk,1993,2
TOR,Rk,1984,2
TOR,Rk,1985,2
CHW,FRk,2008,2
CHW,FRk,2007,2
CHW,FRk,2006,2
TOR,Rk,1991,2
TOR,Rk,1992,2
TOR,Rk,1994,2
COL,FRk,2002,2
TOR,Rk,1995,2
HOU,A,1982,2
HOU,A,1983,2
SFG,AA,1963,2
SFG,AA,1964,2
PIT,Rk,1989,2
PIT,Rk,1988,2
TOR,Rk,1983,2
TOR,Rk,1982,2
TOR,Rk,1981,2
SFG,Other,1963,2
PIT,Rk,2021,2
PIT,Rk,2019,2
PIT,Rk,2018,2
PIT,Rk,2017,2
PIT,Rk,2016,2
PIT,Rk,2015,2
PIT,Rk,2014,2
SFG,AA,1945,2
ATL,Other,1936,2
SFG,Other,1968,2
SFG,Other,1967,2
SFG,Other,1966,2
SFG,Other,1965,2
SFG,Other,1964,2
TOR,Other,1997,2
MIN,Rk,2008,2
MIN,Rk,2006,2
ARI,FRk,2012,2
CHW,A,1988,2
ATL,AAA,1963,2
ATL,AAA,1962,2
ATL,AAA,1961,2
ATL,AAA,1960,2
ATL,AAA,1959,2
OAK,FRk,1998,2
CHW,A,1989,2
CHW,A,1987,2
OAK,FRk,1999,2
CHW,A,1986,2
OAK,FRk,1997,2
MIN,Other,1968,2
MIN,Other,1967,2
MIN,Other,1966,2
MIN,Other,1965,2
MIN,Other,1964,2
ATL,AAA,1964,2
OAK,FRk,2000,2
OAK,FRk,2002,2
CHW,A,1996,2
MIN,A,1980,2
MIN,A,1981,2
MIN,A,1982,2
MIN,A,1983,2
MIN,A,1984,2
MIN,A,1985,2
OAK,FRk,2001,2
MIN,A,1986,2
CHW,A,1993,2
MIN,A,1987,2
MIN,A,1988,2
MIN,A,1989,2
PIT,Other,1944,2
PIT,Other,1943,2
CHW,A,1995,2
CHW,A,1994,2
PIT,Other,1934,2
WSN,FRk,2008,2
WSN,FRk,2007,2
FLA,FRk,2006,2
CLE,FRk,2000,2
CLE,FRk,2001,2
FLA,FRk,2003,2
FLA,FRk,2004,2
CLE,FRk,2004,2
CLE,FRk,2005,2
FLA,FRk,2005,2
CLE,FRk,2018,2
ATL,AA,1955,2
CHW,A,1967,2
CHW,A,1968,2
CHW,A,1969,2
CLE,FRk,2017,2
MIN,A-,1971,2
MIN,A-,1970,2
MIN,A-,1967,2
FLA,FRk,2002,2
CLE,FRk,2019,2
CLE,FRk,2021,2
ANA,FRk,1993,2
ATL,AA,1956,2
SFG,AAA,1947,2
SFG,AAA,1948,2
SFG,AAA,1949,2
ATL,AA,1957,2
CHC,Rk,2018,2
CHC,Rk,2019,2
SFG,AAA,1950,2
SFG,AAA,1951,2
ATL,AA,1958,2
ATL,AA,1959,2
CHW,A,1949,2
WSN,FRk,2006,2
WSN,FRk,2005,2
MIN,Other,1943,2
MIN,A,1979,2
OAK,FRk,2003,2
MIN,Rk,2005,2
MIL,Rk,2009,2
MIL,Rk,2002,2
MIL,Rk,2003,2
MIL,Rk,2004,2
MIL,Rk,2005,2
MIL,Rk,2006,2
MIL,Rk,2007,2
MIL,Rk,2008,2
MIL,Rk,2010,2
MIL,Rk,2000,2
ATL,FRk,2005,2
ATL,FRk,2004,2
ATL,FRk,2003,2
ATL,FRk,2002,2
ATL,FRk,2001,2
MIL,Rk,2011,2
MIL,Rk,2012,2
MIL,Rk,2001,2
MIL,Rk,1999,2
OAK,FRk,2005,2
MIL,Rk,1989,2
MIN,Rk,2004,2
MIN,Rk,2003,2
MIN,Rk,2002,2
MIN,Rk,2001,2
WSN,A-,1971,2
MIN,Rk,2000,2
MIL,Rk,1988,2
MIL,Rk,1990,2
MIL,Rk,1998,2
MIL,Rk,1991,2
MIL,Rk,1992,2
MIL,Rk,1993,2
MIL,Rk,1994,2
MIL,Rk,1995,2
MIL,Rk,1996,2
MIL,Rk,1997,2
MIL,Rk,2013,2
MIL,Rk,2014,2
MIL,Rk,2015,2
OAK,Other,1940,2
PIT,AAA,1958,2
CHC,Rk,1992,2
CHC,Rk,1993,2
CHC,Rk,1994,2
OAK,FRk,2007,2
OAK,FRk,2006,2
OAK,Other,1942,2
OAK,Other,1938,2
MIL,Rk,2016,2
MIN,A,1973,2
MIN,A,1974,2
CLE,Rk,2018,2
CLE,Rk,2019,2
OAK,Other,1936,2
MIN,A,1977,2
MIN,A,1978,2
PIT,AAA,1959,2
PIT,AAA,1960,2
OAK,FRk,2008,2
PIT,Other,1963,2
MIL,Rk,2017,2
MIL,Rk,2018,2
MIN,Rk,1999,2
MIL,Rk,2021,2
MIN,Rk,1998,2
MIN,Rk,1997,2
MIN,Rk,1996,2
MIN,Rk,1995,2
MIN,Rk,1994,2
MIN,Rk,1993,2
MIN,Rk,1992,2
CLE,Rk,2006,2
MIN,Rk,1991,2
MIN,Rk,1990,2
MIN,Rk,1989,2
ARI,FRk,2013,2
MIN,A-,1968,2
ATL,Rk,1995,2
STL,A,1949,2
DET,A,1974,2
STL,A,1952,2
STL,A,1951,2
STL,A,1950,2
DET,A,1970,2
DET,A,1969,2
DET,A,1968,2
STL,A,1948,2
PHI,A,1987,2
STL,A,1947,2
HOU,FRk,1993,2
PHI,A,1989,2
PHI,A,1988,2
PHI,Rk,2018,2
NYM,FRk,2005,2
NYM,FRk,2006,2
DET,A,1975,2
STL,A,1953,2
PIT,FRk,2013,2
STL,A,1955,2
MIL,A,1985,2
MIL,A,1986,2
MIL,A,1987,2
MIL,A,1988,2
MIL,A,1989,2
DET,A,1986,2
SFG,A+,1997,2
SFG,A+,1998,2
SFG,A+,1999,2
DET,A,1982,2
DET,A,1981,2
SFG,A+,2000,2
CLE,A,1987,2
CLE,A,1988,2
STL,A,1956,2
PHI,Rk,2019,2
DET,A,1958,2
NYM,FRk,2014,2
BAL,A+,1996,2
PHI,A,1981,2
PHI,A,1980,2
PHI,A,1979,2
PHI,A,1978,2
PHI,A,1977,2
PHI,A,1976,2
DET,A,1933,2
BAL,A+,1995,2
STL,A,1934,2
PHI,A,1975,2
SFG,Rk,2021,2
PIT,A,1948,2
NYM,FRk,2013,2
SFG,Rk,2019,2
PIT,A,1950,2
SFG,Rk,2018,2
PHI,A,1982,2
DET,A,1948,2
CLE,A+,1990,2
DET,A,1949,2
DET,A,1956,2
NYM,FRk,2007,2
NYM,FRk,2008,2
NYM,FRk,2009,2
NYM,FRk,2010,2
NYM,FRk,2011,2
NYM,FRk,2012,2
PHI,A,1986,2
STL,A,1932,2
CHW,AA,1946,2
PIT,FRk,2007,2
PIT,FRk,2018,2
PHI,A,1984,2
PHI,A,1983,2
DET,A,1950,2
MIL,A,1984,2
MIL,A,1983,2
MIL,A,1982,2
ARI,Rk,2016,2
PIT,FRk,2009,2
ARI,Rk,2011,2
ARI,Rk,2012,2
LAD,Rk,2003,2
ARI,Rk,2013,2
ARI,Rk,2014,2
ARI,Rk,2015,2
ARI,Rk,2017,2
MIL,A,1981,2
ARI,Rk,2018,2
ARI,Rk,2019,2
MIN,FRk,2002,2
MIN,FRk,2003,2
PIT,FRk,2010,2
PIT,FRk,2011,2
MIN,FRk,2006,2
PIT,FRk,2008,2
LAD,Rk,1983,2
LAD,Rk,1984,2
LAD,Rk,1985,2
LAD,Rk,1989,2
LAD,Rk,1990,2
LAD,Rk,1991,2
LAD,Rk,1992,2
NYM,FRk,1998,2
HOU,FRk,2007,2
HOU,FRk,2006,2
HOU,FRk,2005,2
CLE,A,1964,2
CLE,A,1965,2
CLE,A,1966,2
CLE,A,1967,2
LAD,Rk,2001,2
LAD,Rk,1986,2
LAD,Rk,2002,2
MIN,FRk,2007,2
PIT,FRk,2012,2
LAD,Rk,2004,2
LAD,Rk,2017,2
CLE,A,1968,2
CLE,A,1969,2
CLE,A,1970,2
HOU,FRk,2004,2
HOU,FRk,2003,2
HOU,FRk,2002,2
DET,Rk,2018,2
DET,Rk,2019,2
DET,Rk,2021,2
DET,A,1989,2
DET,A,1988,2
DET,A,1987,2
MIL,A,1979,2
MIL,A,1980,2
NYM,FRk,2004,2
LAD,Rk,2018,2
LAD,Rk,2016,2
LAD,Rk,2005,2
BAL,AA,1961,2
NYM,FRk,1999,2
NYM,FRk,2000,2
HOU,FRk,2008,2
NYM,FRk,2002,2
NYM,FRk,2003,2
LAD,Rk,2006,2
LAD,Rk,2007,2
LAD,Rk,2008,2
LAD,Rk,2009,2
LAD,Rk,2010,2
LAD,Rk,2011,2
LAD,Rk,2012,2
LAD,Rk,2013,2
LAD,Rk,2014,2
LAD,Rk,2015,2
LAD,Rk,1987,2
LAD,Rk,1988,2
PIT,A,1952,2
STL,A,1978,2
ATL,A,1965,2
TOR,A,1979,2
ATL,A,1966,2
ARI,Rk,1998,2
ATL,Rk,2019,2
ATL,Rk,2018,2
ATL,Rk,2017,2
ATL,A,1968,2
STL,A,1974,2
HOU,A,1964,2
DET,Rk,2016,2
ATL,Rk,2016,2
ATL,Rk,2015,2
ATL,Rk,2014,2
PIT,FRk,2006,2
STL,A,1973,2
ARI,Rk,1999,2
TOR,FRk,2008,2
BAL,AAA,1960,2
BAL,A,1954,2
PIT,A,1953,2
ATL,A,1957,2
PHI,A,1954,2
PHI,A,1953,2
PHI,A,1952,2
ATL,A,1958,2
TOR,FRk,2007,2
TOR,A,1981,2
TOR,FRk,2002,2
TOR,FRk,2003,2
ARI,Rk,2000,2
BAL,A,1933,2
TOR,FRk,2006,2
STL,A,1977,2
CLE,A,1952,2
BAL,AAA,1959,2
STL,A,1979,2
HOU,A,1969,2
SFG,FRk,2021,2
ATL,Rk,2005,2
ATL,Rk,2004,2
ATL,Rk,2003,2
PIT,FRk,2002,2
HOU,A,1971,2
ATL,Rk,2002,2
ATL,Rk,2001,2
ATL,Rk,2000,2
ATL,Rk,1999,2
ATL,Rk,1998,2
ATL,Rk,1997,2
ATL,Rk,1996,2
HOU,FRk,2014,2
HOU,A,1968,2
PIT,FRk,2003,2
HOU,A,1967,2
CLE,A,1950,2
ATL,Rk,2013,2
ATL,Rk,2012,2
ATL,Rk,2011,2
ATL,Rk,2010,2
ATL,Rk,2009,2
ATL,Rk,2008,2
CLE,A,1949,2
STL,A,1981,2
CLE,A,1948,2
STL,A,1980,2
PIT,FRk,2005,2
PIT,FRk,2004,2
ATL,Rk,2007,2
ATL,Rk,2006,2
ATL,A,1956,2
BAL,A,1953,2
BAL,AAA,1958,2
PIT,A,1974,2
DET,Rk,2017,2
ATL,A,1951,2
PIT,A,1969,2
PIT,A,1970,2
PIT,A,1971,2
PIT,A,1972,2
PIT,A,1973,2
PIT,A,1975,2
ATL,A,1949,2
PIT,A,1976,2
PIT,A,1977,2
PIT,A,1978,2
PIT,A,1979,2
PIT,A,1980,2
PIT,A,1981,2
PIT,A,1982,2
ATL,A,1950,2
NYM,FRk,2021,2
PIT,A,1984,2
PHI,A,1974,2
PIT,A,1954,2
NYM,FRk,2015,2
NYM,FRk,2016,2
NYM,FRk,2017,2
PIT,A,1955,2
NYM,FRk,2018,2
PIT,A,1956,2
PHI,A,1973,2
SDP,A-,1972,2
PIT,FRk,2019,2
PHI,A,1971,2
PHI,A,1970,2
NYM,FRk,2019,2
PHI,A,1969,2
PHI,A,1968,2
PIT,FRk,2021,2
TOR,FRk,1994,2
PIT,A,1983,2
PIT,A,1985,2
BAL,A,1966,2
BAL,A,1971,2
PIT,A,1986,2
BAL,A,1969,2
BAL,A,1968,2
BAL,A,1967,2
TOR,A,1984,2
PHI,A,1960,2
BAL,A,1972,2
PHI,A,1959,2
TOR,A,1983,2
ATL,A,1954,2
TOR,A,1982,2
TOR,FRk,1992,2
TOR,FRk,1993,2
TOR,A,1985,2
BAL,A,1970,2
ATL,A,1953,2
BAL,A,1981,2
PIT,A,1987,2
TOR,A,1989,2
TOR,A,1988,2
PIT,A,1988,2
BAL,A,1974,2
PIT,A,1989,2
BAL,A,1975,2
TOR,A,1986,2
BAL,A,1973,2
TOR,A,1987,2
OAK,MLB,1987,1
OAK,MLB,1986,1
OAK,MLB,1991,1
OAK,MLB,1988,1
OAK,MLB,1984,1
OAK,MLB,1989,1
OAK,MLB,1992,1
OAK,MLB,1993,1
OAK,MLB,1990,1
OAK,MLB,1983,1
OAK,MLB,1985,1
OAK,MLB,1973,1
PHI,A-,2013,1
OAK,MLB,1942,1
PHI,A-,1995,1
OAK,MLB,1949,1
OAK,MLB,1950,1
PHI,A-,1994,1
PHI,A-,1993,1
OAK,MLB,1943,1
PHI,A-,1992,1
OAK,MLB,1945,1
OAK,MLB,1951,1
OAK,MLB,1952,1
OAK,MLB,1953,1
OAK,MLB,1954,1
OAK,MLB,1955,1
OAK,MLB,1941,1
OAK,MLB,1944,1
PHI,A-,1996,1
OAK,MLB,1957,1
PHI,A-,2006,1
OAK,MLB,1948,1
OAK,MLB,1947,1
PHI,A-,2009,1
PHI,A-,2008,1
OAK,MLB,1946,1
PHI,A-,2007,1
PHI,A-,2005,1
PHI,A-,1997,1
PHI,A-,2004,1
PHI,A-,2003,1
PHI,A-,2002,1
PHI,A-,2000,1
PHI,A-,1999,1
PHI,A-,1998,1
OAK,MLB,1956,1
PHI,A-,1991,1
PHI,A-,2012,1
OAK,MLB,1976,1
OAK,MLB,1970,1
OAK,MLB,1971,1
OAK,MLB,1972,1
PHI,A-,2010,1
OAK,MLB,1974,1
OAK,MLB,1975,1
OAK,MLB,1977,1
OAK,MLB,1968,1
OAK,MLB,1978,1
OAK,MLB,1979,1
OAK,MLB,1980,1
OAK,MLB,1981,1
OAK,MLB,1982,1
PHI,A-,2011,1
OAK,MLB,1969,1
OAK,MLB,1937,1
PHI,A-,1990,1
OAK,MLB,1960,1
OAK,MLB,1940,1
PHI,A-,1989,1
PHI,A-,1988,1
OAK,MLB,1958,1
OAK,MLB,1939,1
OAK,MLB,1959,1
OAK,MLB,1961,1
OAK,MLB,1938,1
OAK,MLB,1962,1
OAK,MLB,1963,1
OAK,MLB,1964,1
OAK,MLB,1965,1
OAK,MLB,1966,1
OAK,MLB,1967,1
PHI,A-,2001,1
OAK,Rk,1982,1
OAK,MLB,1994,1
OAK,Rk,2015,1
OAK,Rk,2017,1
OAK,Rk,2018,1
OAK,Rk,2021,1
PHI,A,1934,1
PHI,A,1935,1
PHI,A,1936,1
PHI,A,1943,1
PHI,A,1944,1
PHI,A+,2000,1
PHI,A+,1999,1
PHI,A+,1998,1
PHI,A+,1997,1
PHI,A+,1996,1
PHI,A+,1995,1
PHI,A+,1994,1
PHI,A+,1993,1
PHI,A+,1992,1
PHI,A+,1991,1
PHI,A+,1990,1
PHI,A,2021,1
PHI,A,1945,1
OAK,Rk,2016,1
OAK,Rk,2014,1
PHI,A,1947,1
OAK,Rk,2013,1
OAK,Rk,2003,1
OAK,Rk,2004,1
OAK,Rk,2005,1
PHI,A+,2011,1
OAK,Rk,2006,1
OAK,Rk,2007,1
OAK,Rk,2008,1
OAK,Rk,2009,1
OAK,Rk,2010,1
OAK,Rk,2011,1
PHI,A+,2010,1
PHI,A+,2009,1
PHI,A+,2008,1
PHI,A+,2007,1
PHI,A+,2006,1
PHI,A+,2005,1
PHI,A+,2004,1
PHI,A+,2003,1
PHI,A+,2002,1
PHI,A+,2001,1
OAK,Rk,2012,1
PHI,A,1946,1
PHI,A,1948,1
OAK,MLB,1995,1
PHI,A,2012,1
PHI,A,2010,1
PHI,A,2009,1
PHI,A,2008,1
PHI,A,2007,1
PHI,A,2006,1
PHI,A,2005,1
PHI,A,2004,1
PHI,A,2003,1
PHI,A,2002,1
PHI,A,2001,1
PHI,A,2000,1
PHI,A,1999,1
PHI,A,1998,1
PHI,A,1997,1
PHI,A,1996,1
PHI,A-,2014,1
PHI,A,1991,1
PHI,A,1995,1
PHI,A,1994,1
PHI,A,1992,1
PHI,A,1993,1
PHI,A,2011,1
PHI,A,2013,1
PHI,A,1949,1
PHI,A,2014,1
PHI,A,1950,1
PHI,A,1951,1
PHI,A,1955,1
PHI,A,1956,1
PHI,A,1957,1
PHI,A,1958,1
PHI,A,1961,1
PHI,A,1962,1
ANA,AA,2004,1
ANA,AA,2003,1
ANA,AA,2002,1
ANA,AA,2001,1
ANA,AA,2000,1
PHI,A,1972,1
ANA,AA,1999,1
PHI,A,2019,1
PHI,A,2018,1
PHI,A,2017,1
PHI,A,1990,1
PHI,A,2016,1
PHI,A,2015,1
OAK,Rk,2002,1
OAK,Rk,2001,1
OAK,Rk,2000,1
PHI,A-,1983,1
PHI,A-,1981,1
PHI,A-,1980,1
PHI,A-,1979,1
PHI,A-,1977,1
OAK,MLB,2017,1
OAK,MLB,2018,1
OAK,MLB,2019,1
OAK,MLB,2020,1
OAK,MLB,2021,1
OAK,Other,1935,1
PHI,A-,1976,1
PHI,A-,1975,1
PHI,A-,1974,1
PHI,A-,1973,1
PHI,A-,1972,1
PHI,A-,1971,1
OAK,Other,1937,1
PHI,A-,1970,1
OAK,Other,1943,1
OAK,Other,1944,1
ANA,AA,2021,1
PHI,A-,1982,1
PHI,A-,1984,1
OAK,Rk,1999,1
OAK,MLB,2016,1
OAK,MLB,1996,1
OAK,MLB,1997,1
OAK,MLB,1998,1
OAK,MLB,1999,1
OAK,MLB,2000,1
OAK,MLB,2001,1
OAK,MLB,2002,1
OAK,MLB,2003,1
OAK,MLB,2004,1
OAK,MLB,2005,1
OAK,MLB,2006,1
OAK,MLB,2007,1
OAK,MLB,2008,1
OAK,MLB,2009,1
OAK,MLB,2010,1
OAK,MLB,2011,1
PHI,A-,1985,1
OAK,MLB,2012,1
OAK,MLB,2013,1
OAK,MLB,2014,1
OAK,MLB,2015,1
ANA,AA,2019,1
ANA,AA,2018,1
ANA,AA,2017,1
ANA,AA,2016,1
PHI,A+,2012,1
OAK,Other,1966,1
OAK,Other,1967,1
OAK,Rk,1964,1
OAK,Rk,1967,1
OAK,Rk,1968,1
OAK,Rk,1977,1
OAK,Rk,1983,1
OAK,Rk,1984,1
OAK,Rk,1985,1
OAK,Rk,1988,1
OAK,Rk,1989,1
OAK,Rk,1990,1
OAK,Rk,1991,1
OAK,Rk,1992,1
OAK,Rk,1993,1
OAK,Rk,1994,1
OAK,Rk,1995,1
OAK,Rk,1996,1
OAK,Rk,1997,1
OAK,Rk,1998,1
PHI,A+,2013,1
OAK,Other,1964,1
OAK,Other,1963,1
PHI,A+,2017,1
ANA,AA,2015,1
PHI,A-,1969,1
ANA,AA,2014,1
ANA,AA,2013,1
ANA,AA,1998,1
PHI,A-,1966,1
PHI,A+,2021,1
PHI,A+,2019,1
PHI,A+,2018,1
PHI,A+,2016,1
ANA,AA,2005,1
PHI,A+,2015,1
PHI,A+,2014,1
ANA,AA,2012,1
ANA,AA,2011,1
ANA,AA,2010,1
ANA,AA,2009,1
ANA,AA,2008,1
ANA,AA,2007,1
ANA,AA,2006,1
ARI,Rk,2001,1
PHI,MLB,1924,1
PHI,A-,2015,1
PIT,A+,2011,1
PIT,A+,1993,1
PIT,A+,1994,1
PIT,A+,1995,1
PIT,A+,1996,1
PIT,A+,1997,1
PIT,A+,1998,1
PIT,A+,1999,1
PIT,A+,2000,1
PIT,A+,2001,1
PIT,A+,2002,1
PIT,A+,2003,1
PIT,A+,2004,1
PIT,A+,2005,1
PIT,A+,2006,1
PIT,A+,2007,1
PIT,A+,2008,1
PIT,A+,2009,1
PIT,A+,1992,1
PIT,A+,1991,1
PIT,A+,1990,1
PIT,A,2011,1
PIT,A,2004,1
PIT,A,2005,1
PIT,A,2006,1
PIT,A,2007,1
PIT,A,2008,1
PIT,A,2009,1
PIT,A,2010,1
PIT,A,2012,1
PIT,A,2021,1
PIT,A,2013,1
PIT,A,2014,1
PIT,A,2015,1
PIT,A,2016,1
PIT,A,2017,1
PIT,A,2018,1
PIT,A,2019,1
PIT,A+,2010,1
PIT,A+,2012,1
PIT,A-,2005,1
PIT,A+,2013,1
PIT,A-,1987,1
PIT,A-,1988,1
PIT,A-,1989,1
PIT,A-,1990,1
PIT,A-,1991,1
PIT,A-,1992,1
PIT,A-,1993,1
PIT,A-,1994,1
PIT,A-,1995,1
PIT,A-,1996,1
PIT,A-,1997,1
PIT,A-,1998,1
PIT,A-,1999,1
PIT,A-,2000,1
PIT,A-,2001,1
PIT,A-,2002,1
PIT,A-,2003,1
PIT,A-,1986,1
PIT,A-,1985,1
PIT,A-,1984,1
PIT,A-,1969,1
PIT,A+,2014,1
PIT,A+,2015,1
PIT,A+,2016,1
PIT,A+,2017,1
PIT,A+,2018,1
PIT,A+,2019,1
